sku,name,vendor,category,status,description,material,color,price,currency,lead_time,country_of_origin,image_url_1,image_url_2,image_url_3,source_url,created_at,updated_at
3170201,Wind Chime Matte 01,Fabricut,fabric,APPROVED,"Wind Chime Matte 01 is a high-end contemporary fabric by S. Harris, featuring an exclusive pattern with a large scale abstract design. Made from 100% linen, it is suitable for bedding, drapery, and multipurpose applications. The fabric is reversible, dry clean only, and meets fire safety standards UFAC Class I / NFPA 260.",100% Linen,"Blue, Metallic, Green",,,,Italy,https://s3.amazonaws.com/fabricut.img/img/product_images/2505101.jpg,https://s3.amazonaws.com/fabricut.img/img/product_images/thumbnails/2505102.jpg,,https://fabricut.com/sharris/fabric/3170201/wind-chime-matte/01,2026-02-22T17:03:40.158938,2026-02-22T17:06:03.736028
2505101,Wind Chime Ocean,Fabricut,fabric,APPROVED,"Wind Chime Ocean is a high-end contemporary fabric from S. Harris, featuring an exclusive pattern with a large scale abstract design. Made from 100% linen, it is suitable for bedding, drapery, and multipurpose uses. The fabric is reversible and dry clean only, with fire codes UFAC Class I / NFPA 260 and exceeds 51,000 double rubs (Wyzenbeek Method).",100% Linen,"Blue, Metallic, Green",,,,Italy,https://s3.amazonaws.com/fabricut.img/img/product_images/2505101.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F2505101.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F2505101_stylized_secondary%403x.jpg,https://fabricut.com/sharris/fabric/2505101/wind-chime/ocean,2026-02-22T17:03:47.442311,2026-02-22T17:06:03.736006
2478811,Parallel Universe Raspberry,Fabricut,fabric,APPROVED,"Parallel Universe Raspberry is a high-end contemporary fabric from S. Harris, known for its innovative colors. This fabric is made from 53% Acrylic and 47% Polyester, with a weight of 31.54 ounces per linear yard. It is suitable for upholstery and features a texture plain design in a red color. The fabric is produced in Turkey and meets various standards including Oeko Tex Standard 100 and ISO 14001.","53% Acrylic, 47% Polyester",Red,,,,Turkey,https://s3.amazonaws.com/fabricut.img/img/product_images/2478811.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F2478811_stylized_secondary.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F2478811.jpg,https://fabricut.com/sharris/fabric/2478811/parallel-universe/raspberry,2026-02-22T17:03:55.422030,2026-02-22T17:06:03.735988
2478911,Parallel Universe 11,Fabricut,fabric,APPROVED,"Parallel Universe 11 is a high-end contemporary fabric from S. Harris, featuring a texture plain design in a modern style. It is made of 53% Acrylic and 47% Polyester, suitable for upholstery use. The fabric is durable, exceeding 51,000 double rubs (Wyzenbeek Method), and meets various fire and environmental standards.","53% Acrylic, 47% Polyester",Red,,,,Turkey,https://s3.amazonaws.com/fabricut.img/img/product_images/2478811.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F2478811_stylized_secondary.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F2478811.jpg,https://fabricut.com/sharris/fabric/2478911/parallel-universe/11,2026-02-22T17:04:01.773903,2026-02-22T17:06:03.736004
3156203,Elias Texture Sienna,Fabricut,fabric,APPROVED,"Elias Texture Sienna is a high-end contemporary fabric from S. Harris, known for its innovative colors and design. This fabric is suitable for upholstery and features a solid, textured plain design in orange/spice color. It is made in Italy and has a composition of 58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, and 6% Polyester.","58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, 6% Polyester",Orange / Spice,,,,Italy,https://s3.amazonaws.com/fabricut.img/img/product_images/3156203.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156203.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156203_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3156203/elias-texture/sienna,2026-02-22T17:04:08.321177,2026-02-22T17:06:03.736023
3156303,Elias Texture 03,Fabricut,fabric,APPROVED,"Elias Texture 03 is a high-end contemporary fabric from S. Harris, known for its innovative colors and solid texture. It is suitable for upholstery and features a composition of 58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, and 6% Polyester. The fabric is made in Italy and passes 30,000 Martindale Test and Ca Tb 117-2013.","58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, 6% Polyester",Orange / Spice,,,,Italy,https://s3.amazonaws.com/fabricut.img/img/product_images/3156203.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156203.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156203_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3156303/elias-texture/03,2026-02-22T17:04:15.677062,2026-02-22T17:06:03.736026
3156202,Elias Texture Grey,Fabricut,fabric,APPROVED,"Elias Texture Grey is a high-end contemporary fabric from S. Harris, known for its innovative colors and design. This fabric is suitable for upholstery and features a solid, texture plain design. It is made in Italy and passes 30,000 Martindale test, ensuring durability.","58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, 6% Polyester",Grey,,,,Italy,https://s3.amazonaws.com/fabricut.img/img/product_images/3156202.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156202.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156202_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3156202/elias-texture/grey,2026-02-22T17:04:23.759240,2026-02-22T17:06:03.736021
3156302,Elias Texture 02,Fabricut,fabric,APPROVED,"Elias Texture 02 is a high-end contemporary fabric from S. Harris, known for its innovative colors and design. This fabric is suitable for upholstery and features a solid, texture plain design in grey. It is made in Italy and has a composition of 58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, and 6% Polyester. The fabric exceeds 51,000 double rubs (Wyzenbeek Method) and passes 30,000 Martindale Test, Ca Tb 117-2013.","58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, 6% Polyester",Grey,,,,Italy,https://s3.amazonaws.com/fabricut.img/img/product_images/3156202.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156202.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156202_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3156302/elias-texture/02,2026-02-22T17:04:31.033366,2026-02-22T17:06:03.736025
3156201,Elias Texture Sage,Fabricut,fabric,APPROVED,"Elias Texture Sage is a high-end contemporary fabric from S. Harris, featuring a solid texture plain design in light green. It is suitable for upholstery and exceeds 51,000 double rubs, ensuring durability. The fabric is composed of 58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, and 6% Polyester, with a weight of 31.99 ounces per linear yard. It is made in Italy and passes the 30,000 Martindale test and CA TB 117-2013 fire rating.","58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, 6% Polyester",Light Green,,,,Italy,https://s3.amazonaws.com/fabricut.img/img/product_images/3156201.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156201.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156201_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3156201/elias-texture/sage,2026-02-22T17:04:38.401517,2026-02-22T17:06:03.736018
3156301,Elias Texture 01,Fabricut,fabric,APPROVED,"Elias Texture 01 by S. Harris is a high-end contemporary fabric featuring a solid, textured plain design. It is made in Italy and is suitable for upholstery. The fabric is composed of 58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, and 6% Polyester, with a weight of 31.99 ounces per linear yard. It exceeds 51,000 double rubs (Wyzenbeek Method) and passes 30,000 Martindale Test, Ca Tb 117-2013.","58% Acrylic, 12% Viscose, 12% Linen, 12% Cotton, 6% Polyester",Light Green,,,,Italy,https://s3.amazonaws.com/fabricut.img/img/product_images/3156201.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156201.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3156201_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3156301/elias-texture/01,2026-02-22T17:04:44.860691,2026-02-22T17:06:03.736024
3015204,Lyra Navy,Fabricut,fabric,APPROVED,"Lyra Navy is a high-end contemporary fabric from S. Harris, featuring a soil and stain repellent finish. It is made from 100% solution dye acrylic, making it easy to clean and suitable for both indoor and outdoor use. The fabric is bleach cleanable, mildew resistant, and meets the Oeko Tex Standard 100. It also boasts 2,200 hours of light fastness and exceeds 42,000 double rubs, ensuring durability.",100% Solution Dye Acrylic,"Blue, Navy",,,,Mexico,https://s3.amazonaws.com/fabricut.img/img/product_images/3015204.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015204%402x.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015204_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3015204/lyra/navy,2026-02-22T17:04:52.330921,2026-02-22T17:06:03.736013
3015304,Lyra 04,Fabricut,fabric,APPROVED,"Lyra 04 is a high-end contemporary fabric from S. Harris, known for its innovative colors and design. This fabric is made of 100% Solution Dye Acrylic, featuring a soil and stain repellent finish. It is bleach cleanable, mildew resistant, and suitable for both indoor and outdoor use. The fabric exceeds 42,000 double rubs, ensuring durability.",100% Solution Dye Acrylic,"Blue, Navy",,,,Mexico,https://s3.amazonaws.com/fabricut.img/img/product_images/3015204.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015204%402x.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015204_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3015304/lyra/04,2026-02-22T17:04:58.822387,2026-02-22T17:06:03.736017
3015203,Lyra Vapor,Fabricut,fabric,APPROVED,"Lyra Vapor is a high-end contemporary fabric from S. Harris, known for its innovative colors and design. This fabric is made of 100% Solution Dye Acrylic, featuring a soil and stain repellent finish. It is bleach cleanable, mildew resistant, and suitable for indoor and outdoor use. The fabric exceeds 42,000 double rubs, ensuring durability, and is Oeko Tex Standard 100 certified.",100% Solution Dye Acrylic,Grey,,,,Mexico,https://s3.amazonaws.com/fabricut.img/img/product_images/3015203.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015203%402x.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015203_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3015203/lyra/vapor,2026-02-22T17:05:05.341053,2026-02-22T17:06:03.736012
3015303,Lyra 03,Fabricut,fabric,APPROVED,"Lyra 03 is a high-end contemporary fabric from S. Harris, featuring a texture plain design in grey. It is made of 100% solution dye acrylic with a soil and stain repellent finish. The fabric is bleach cleanable, mildew resistant, and suitable for indoor and outdoor use. It exceeds 42,000 double rubs (Wyzenbeek Method) and is Oeko Tex Standard 100 certified.",100% Solution Dye Acrylic,Grey,,,,Mexico,https://s3.amazonaws.com/fabricut.img/img/product_images/3015203.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015203%402x.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015203_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3015303/lyra/03,2026-02-22T17:05:13.940452,2026-02-22T17:06:03.736015
3015202,Lyra Ash,Fabricut,fabric,APPROVED,"Lyra Ash is a high-end contemporary fabric from S. Harris, featuring a soil and stain repellent finish. It is made of 100% solution dye acrylic, making it bleach cleanable, mildew resistant, and suitable for indoor and outdoor use. The fabric is eco-friendly, meeting the Oeko Tex Standard 100, and offers 2,200 hours of light fastness.",100% Solution Dye Acrylic,"Grey, Linen",,,,Mexico,https://s3.amazonaws.com/fabricut.img/img/product_images/3015202.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015202%402x.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015202_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3015202/lyra/ash,2026-02-22T17:05:26.026926,2026-02-22T17:06:03.736011
3015302,Lyra 02,Fabricut,fabric,APPROVED,"Lyra 02 is a high-end contemporary fabric from S. Harris, featuring a texture plain design. It is made of 100% solution dye acrylic, with a soil and stain repellent finish. The fabric is bleach cleanable, mildew resistant, and suitable for indoor and outdoor use. It exceeds 42,000 double rubs, ensuring durability.",100% Solution Dye Acrylic,"Grey, Linen",,,,Mexico,https://s3.amazonaws.com/fabricut.img/img/product_images/3015202.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015202%402x.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015202_stylized_secondary.jpg,https://fabricut.com/sharris/fabric/3015302/lyra/02,2026-02-22T17:05:32.553046,2026-02-22T17:06:03.736014
3015201,Lyra Ecru,Fabricut,fabric,APPROVED,"Lyra Ecru is a high-end contemporary fabric from S. Harris, known for its innovative colors and design. It features a soil and stain repellent finish, is Pfas-Free, easy to clean, Oeko Tex Standard 100 certified, mildew resistant, suitable for indoor and outdoor use, and bleach cleanable. It also offers 2,200 hours of light fastness.",100% Solution Dye Acrylic,"Grey, Beige",,,,Mexico,https://s3.amazonaws.com/fabricut.img/img/product_images/3015201.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015201.jpg,https://s3.amazonaws.com/fabricut.img/img%2Fproduct_images%2Fsecondary_images%2F3015201_stylized_secondary%403x.jpg,https://fabricut.com/sharris/fabric/3015201/lyra/ecru,2026-02-22T17:05:40.015169,2026-02-22T17:06:03.736010
